# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=35
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=bayes/samples/performance.samples_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape1.4,shape1.5,shape1.6,shape1.7,shape1.8,shape1.9,shape1.10,shape1.11,shape1.12,shape1.13,shape1.14,shape2.1,shape2.2,shape2.3,shape2.4,shape2.5,shape2.6,shape2.7,shape2.8,shape2.9,shape2.10,shape2.11,shape2.12,shape2.13,shape2.14,stretch.1,stretch.2,stretch.3,stretch.4,stretch.5,stretch.6,stretch.7,stretch.8,stretch.9,stretch.10,stretch.11,stretch.12,stretch.13,stretch.14,min_max.1.1,min_max.2.1,min_max.3.1,min_max.4.1,min_max.5.1,min_max.6.1,min_max.7.1,min_max.8.1,min_max.9.1,min_max.10.1,min_max.11.1,min_max.12.1,min_max.13.1,min_max.14.1,min_max.1.2,min_max.2.2,min_max.3.2,min_max.4.2,min_max.5.2,min_max.6.2,min_max.7.2,min_max.8.2,min_max.9.2,min_max.10.2,min_max.11.2,min_max.12.2,min_max.13.2,min_max.14.2,nu.1,nu.2,nu.3,nu.4,nu.5,nu.6,nu.7,nu.8,nu.9,nu.10,nu.11,nu.12,nu.13,nu.14,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_min.4,x_min.5,x_min.6,x_min.7,x_min.8,x_min.9,x_min.10,x_min.11,x_min.12,x_min.13,x_min.14,x_max.1,x_max.2,x_max.3,x_max.4,x_max.5,x_max.6,x_max.7,x_max.8,x_max.9,x_max.10,x_max.11,x_max.12,x_max.13,x_max.14
-269.52,0.998563,0.00215851,11,2047,0,311.301,4.52577,2.87526,2.33563,2.30376,2.17958,2.9638,4.15588,3.69364,4.30736,3.76533,3.73893,2.32892,2.86149,3.8595,3.92578,3.31847,2.87025,3.48231,2.33257,2.1088,3.51637,3.31787,3.61924,4.42633,2.57197,2.75492,4.20489,4.35984,0.281876,0.721625,1.84799,0.357833,1.32869,1.38832,0.997627,0.472904,0.13212,0.860781,0.828734,1.28939,0.941133,1.86085,0.525337,0.0216039,-0.584425,0.946765,-0.0901607,-0.776698,-2.01271,-1.07055,0.337036,-0.978295,0.0582655,-0.358781,0.00787716,-1.06049,4.35434,4.78442,5.18318,4.91601,4.86423,4.42342,4.96,5.3004,4.06053,4.79356,4.24357,4.99997,4.6768,5.11999,7.73222,5.69832,9.17418,7.24931,7.17047,10.0535,7.44688,3.34819,9.74636,5.88203,4.28361,6.97802,5.92888,17.5623,3.84395,3.29739,1.00796,-0.199035,5.06724,0.714711,0.525337,0.0216039,-0.584425,0.946765,-0.0901607,-0.776698,-2.01271,-1.07055,0.337036,-0.978295,0.0582655,-0.358781,0.00787716,-1.06049,4.35434,4.78442,5.18318,4.91601,4.86423,4.42342,4.96,5.3004,4.06053,4.79356,4.24357,4.99997,4.6768,5.11999
-257.835,0.998045,0.00240677,11,2047,0,296.649,4.2606,3.10211,3.00213,2.75877,2.53758,3.48567,2.76499,3.8402,3.41189,2.76658,3.17611,3.50713,3.4052,2.55259,3.05168,3.57669,2.45417,2.99113,2.05141,2.27057,3.39327,3.24856,3.17963,4.41009,4.30115,3.47896,3.21836,3.33534,0.410862,0.618489,1.8071,0.412514,0.970367,1.1399,1.0837,0.741571,0.157955,1.17131,1.06191,0.954412,0.881022,2.11874,1.01797,-0.0175147,-2.31874,0.772344,-2.76274,-2.67473,-0.653278,-1.63724,0.877271,0.406361,0.253157,-2.00331,-1.78819,0.0816076,4.13938,4.76777,5.05661,4.56247,5.03086,5.02174,5.26045,5.32014,3.91397,4.7775,4.92842,5.21439,4.64109,4.95653,9.64484,5.61139,13.5915,8.01353,10.6759,9.63502,5.77302,7.14012,12.4356,6.56994,8.35937,6.5011,6.15853,16.0202,3.49965,3.01407,0.756977,-0.577244,4.61897,0.509075,1.01797,-0.0175147,-2.31874,0.772344,-2.76274,-2.67473,-0.653278,-1.63724,0.877271,0.406361,0.253157,-2.00331,-1.78819,0.0816076,4.13938,4.76777,5.05661,4.56247,5.03086,5.02174,5.26045,5.32014,3.91397,4.7775,4.92842,5.21439,4.64109,4.95653
-256.479,0.999786,0.00267855,10,2047,0,294.673,2.57241,3.64711,3.50845,4.14729,3.09807,2.68666,2.65101,2.33961,2.43099,2.81433,3.74824,2.89057,2.84359,3.0264,3.71606,2.96115,2.78163,4.20607,2.43658,3.13644,2.31078,3.39712,4.4724,2.29744,3.31446,2.44962,4.64221,2.83188,0.326173,0.880335,1.55248,0.451907,0.87077,1.41231,1.09719,0.554772,0.190261,0.966514,0.780324,0.953933,0.844439,1.96395,1.50719,-0.0335199,-2.88897,0.0802238,-2.61116,-0.721131,-1.82111,0.243571,1.66432,-0.54535,-0.101507,-1.81196,-0.540887,-0.56175,4.53763,4.35268,5.10799,4.59408,5.0686,5.00823,4.87279,5.84956,4.00332,4.20098,4.51718,5.02705,5.29483,4.71095,8.86119,5.41857,11.9301,7.58243,8.24427,10.6588,7.02629,4.87981,12.0005,6.42307,4.55636,6.58695,6.56351,18.7642,2.97966,3.6504,0.943109,-0.526096,4.93683,0.675555,1.50719,-0.0335199,-2.88897,0.0802238,-2.61116,-0.721131,-1.82111,0.243571,1.66432,-0.54535,-0.101507,-1.81196,-0.540887,-0.56175,4.53763,4.35268,5.10799,4.59408,5.0686,5.00823,4.87279,5.84956,4.00332,4.20098,4.51718,5.02705,5.29483,4.71095
-257.007,0.986015,0.00298752,10,2047,0,292.588,5.14598,3.71264,2.79157,2.20131,3.10444,3.36325,2.77401,2.92713,4.69323,3.50315,2.46967,3.24498,3.4463,4.26759,3.25249,2.39389,2.569,3.02082,2.56643,2.53456,2.63103,2.45349,3.09575,2.23871,3.63614,2.96783,2.5957,4.70078,0.347593,0.655747,1.87375,0.478587,1.02727,1.20006,1.10474,0.632014,0.216944,0.983743,1.01908,1.03112,0.663763,1.42471,-0.00279938,-0.330396,-1.54699,0.997813,-2.21623,-1.25681,-0.927614,-0.86753,0.963657,-0.665926,0.679903,-1.46896,-1.5574,-1.61009,4.18769,4.19953,5.06086,4.86989,5.08672,4.80933,4.78699,5.25787,3.35061,4.25902,5.13529,5.08838,4.1856,5.16017,8.23461,5.05117,12.6199,7.9359,10.1582,10.2438,6.29449,5.60716,10.836,5.82907,7.37943,6.75272,3.6946,15.718,3.40933,3.18643,0.633039,-0.561499,4.61356,0.539378,-0.00279938,-0.330396,-1.54699,0.997813,-2.21623,-1.25681,-0.927614,-0.86753,0.963657,-0.665926,0.679903,-1.46896,-1.5574,-1.61009,4.18769,4.19953,5.06086,4.86989,5.08672,4.80933,4.78699,5.25787,3.35061,4.25902,5.13529,5.08838,4.1856,5.16017
-267.189,0.997473,0.00324865,10,2047,0,302.244,3.45613,2.72781,2.86048,2.49494,2.65724,2.6481,2.55668,2.99271,3.67802,2.4025,3.62358,3.53849,3.31616,4.02335,2.83281,2.37818,2.68961,2.60689,2.40457,2.18236,2.4739,4.25045,3.22861,2.22883,3.66849,2.82201,5.44659,2.64541,0.266765,0.794117,2.02265,0.455856,1.0546,1.33129,1.16372,0.694854,0.154251,1.35308,0.965508,1.19399,0.697468,1.57799,0.829258,-0.0986306,-1.46329,1.33092,-1.51361,-1.03626,-0.706397,-0.364509,0.971769,0.421798,-0.123994,-2.10381,-0.524769,-1.76976,4.27974,4.30457,5.09517,4.41653,4.87615,4.66695,4.6599,5.72052,3.60084,4.182,4.46789,5.06648,5.13338,4.59231,8.62126,5.00966,13.4377,7.51775,9.59143,9.16271,6.49312,5.08845,10.9073,7.37594,4.93256,7.65543,4.43475,17.8161,3.32179,2.99205,1.13104,-0.315776,4.62228,0.608624,0.829258,-0.0986306,-1.46329,1.33092,-1.51361,-1.03626,-0.706397,-0.364509,0.971769,0.421798,-0.123994,-2.10381,-0.524769,-1.76976,4.27974,4.30457,5.09517,4.41653,4.87615,4.66695,4.6599,5.72052,3.60084,4.182,4.46789,5.06648,5.13338,4.59231
-261.139,0.992973,0.0036023,10,1023,0,304.602,5.00121,3.46553,2.40032,2.06354,2.54253,2.57311,2.7747,2.92764,4.29831,2.26506,3.00336,2.90077,3.48336,3.45323,2.38858,5.47329,2.49873,3.24291,2.12698,2.13747,3.1584,2.70584,3.46517,2.8766,4.12139,2.70754,3.00029,4.17687,0.359878,0.70716,1.80826,0.624385,0.937158,1.3791,1.28221,0.512731,0.146176,1.18364,0.84468,1.04515,0.757121,1.78146,0.636745,0.393067,-1.01989,1.03377,-2.06847,-0.741631,-0.693081,-0.980824,0.265854,0.293605,0.203515,-1.3317,-1.38402,-0.808384,4.06031,4.94563,5.07266,4.99459,5.0086,4.51999,5.11961,5.36415,3.95127,4.44342,5.38405,5.01886,4.41073,5.1031,8.01212,5.49603,11.2706,6.52367,9.111,8.98286,7.40347,5.06631,11.9068,6.00722,6.72467,6.44314,5.2464,18.3079,3.11519,2.90377,1.04927,-0.422744,4.76327,0.690413,0.636745,0.393067,-1.01989,1.03377,-2.06847,-0.741631,-0.693081,-0.980824,0.265854,0.293605,0.203515,-1.3317,-1.38402,-0.808384,4.06031,4.94563,5.07266,4.99459,5.0086,4.51999,5.11961,5.36415,3.95127,4.44342,5.38405,5.01886,4.41073,5.1031
-253.002,0.997743,0.00395947,10,1023,0,298.011,3.53356,3.86986,2.90638,4.56304,3.07385,3.49337,3.28346,3.21755,3.27301,3.31364,3.76606,3.24282,3.5101,3.72453,3.85167,2.2029,2.57236,3.11817,2.42926,2.33352,3.49309,2.65068,3.99367,4.58684,4.9574,2.96287,3.18201,4.03832,0.335853,0.655838,1.93187,0.356034,0.991733,1.28149,0.890198,0.61126,0.172386,0.845003,0.693661,1.12436,0.823945,1.50405,0.974334,-0.538704,-1.66278,-0.185737,-1.87371,-1.76345,-1.54393,-1.68343,1.12286,-0.283683,0.132143,-1.46555,-1.14577,-1.17312,4.40154,4.22772,5.09282,4.25217,4.936,4.81523,5.10161,5.33624,4.22183,4.94749,4.68896,5.02608,4.52296,5.11385,9.04365,4.75607,14.1267,8.25325,8.00696,11.8272,6.06486,6.79326,12.4889,6.35303,5.20858,6.9736,6.18208,15.3784,3.85147,3.50171,0.663142,-0.938179,4.60736,0.56672,0.974334,-0.538704,-1.66278,-0.185737,-1.87371,-1.76345,-1.54393,-1.68343,1.12286,-0.283683,0.132143,-1.46555,-1.14577,-1.17312,4.40154,4.22772,5.09282,4.25217,4.936,4.81523,5.10161,5.33624,4.22183,4.94749,4.68896,5.02608,4.52296,5.11385
-258.269,0.999901,0.00438516,10,1023,0,293.087,3.72451,3.73561,3.09718,2.37222,2.54206,2.94117,3.18793,3.63344,3.5191,3.33777,2.43863,3.02323,3.65657,3.04069,4.14311,3.84196,2.66157,4.96694,2.45838,3.32685,2.86242,2.54453,3.60895,3.24752,3.01992,2.58115,4.29042,3.78972,0.266231,0.591225,1.58594,0.316331,0.863755,1.4184,1.00118,0.439439,0.12965,0.924599,1.06062,0.997755,0.767865,1.90087,0.467424,-0.952134,-1.91298,1.00034,-1.55913,-0.314858,-1.99232,-1.92355,0.389958,-0.571241,0.923703,-1.71553,-1.33738,-0.415948,4.57273,5.01626,5.10259,5.43894,5.02123,5.09628,4.96926,5.40654,4.47518,4.56954,4.67593,5.04334,4.75205,4.99915,7.73863,5.94864,10.9358,6.2579,9.86253,8.72528,7.26313,4.75189,10.6184,6.61048,5.71095,5.88463,6.27871,19.8363,3.17606,3.62008,1.07955,-0.894463,5.04825,0.722294,0.467424,-0.952134,-1.91298,1.00034,-1.55913,-0.314858,-1.99232,-1.92355,0.389958,-0.571241,0.923703,-1.71553,-1.33738,-0.415948,4.57273,5.01626,5.10259,5.43894,5.02123,5.09628,4.96926,5.40654,4.47518,4.56954,4.67593,5.04334,4.75205,4.99915
-262.462,0.774483,0.00487087,10,1023,0,308.249,5.91955,2.78123,2.61887,3.89313,3.50572,3.64523,3.15619,2.69743,3.21015,2.92037,5.1559,3.24231,3.1488,4.03358,3.00864,2.9721,2.2249,2.70317,3.31179,3.33373,3.26586,2.42598,3.41785,2.99411,4.00842,2.35926,3.43404,4.2406,0.322318,0.716876,2.09647,0.297442,0.773667,1.38025,0.95694,0.689033,0.174322,1.03307,0.750077,1.00793,0.839418,1.45291,0.443531,0.0160933,-1.24142,-0.878208,-2.64557,-1.83929,-1.73062,-1.16146,0.718499,-0.0600626,-1.13135,-2.23768,-0.842162,-1.57802,4.11999,4.51553,4.90635,4.38119,5.24377,4.9401,5.03155,5.41865,4.09289,4.41794,4.46124,5.04257,4.575,5.09418,9.2635,4.65345,11.132,7.91805,9.2226,11.7129,6.10911,7.0153,12.8466,6.65174,5.6314,6.64813,6.25216,16.2409,3.52544,3.2158,0.731085,-1.14262,4.39989,0.545919,0.443531,0.0160933,-1.24142,-0.878208,-2.64557,-1.83929,-1.73062,-1.16146,0.718499,-0.0600626,-1.13135,-2.23768,-0.842162,-1.57802,4.11999,4.51553,4.90635,4.38119,5.24377,4.9401,5.03155,5.41865,4.09289,4.41794,4.46124,5.04257,4.575,5.09418
-267.124,0.951128,0.00365068,10,2047,0,311.402,4.24053,3.36002,2.54678,3.4702,3.32465,3.30892,3.14433,2.78767,3.5415,3.06984,3.73483,3.43941,2.90969,4.80396,5.18405,3.57496,2.4415,2.96679,2.55935,2.70247,2.56063,3.12118,3.41913,2.62704,3.54978,2.93247,4.44314,3.7374,0.305456,0.59653,1.87175,0.474711,0.890877,1.16664,0.857332,0.652195,0.211528,1.06589,0.75428,1.11919,0.960092,1.5467,0.323811,-0.0532172,-1.12321,-0.353965,-3.77288,-1.60102,-2.33856,-0.684486,1.34631,-0.270396,-0.810358,-1.71434,-0.71359,-2.16466,4.63494,4.63763,5.05622,4.44855,5.10134,4.84474,4.90094,5.54325,3.4894,4.24966,4.91301,4.97972,4.98052,4.81447,8.71545,3.5025,11.8264,8.34002,8.89311,11.7945,5.7007,5.18026,12.4443,5.50035,5.90194,8.15889,6.32944,17.5626,3.80119,3.44315,1.06012,-1.43527,4.3536,0.596299,0.323811,-0.0532172,-1.12321,-0.353965,-3.77288,-1.60102,-2.33856,-0.684486,1.34631,-0.270396,-0.810358,-1.71434,-0.71359,-2.16466,4.63494,4.63763,5.05622,4.44855,5.10134,4.84474,4.90094,5.54325,3.4894,4.24966,4.91301,4.97972,4.98052,4.81447
-265.426,0.996777,0.00372517,10,1023,0,311.981,3.89299,3.14974,2.80676,2.44885,4.17751,3.84402,3.42256,2.55482,4.8213,3.39793,3.95952,3.43738,3.70209,5.02732,3.29937,3.53634,2.66194,5.6735,3.16896,3.73075,4.27582,2.93583,4.34787,6.15795,4.84194,2.64064,2.7027,4.69525,0.310418,0.708362,1.83192,0.324894,0.861108,1.28561,0.895326,0.715261,0.115302,0.748212,0.708351,1.01462,0.874132,1.54262,0.705733,0.823418,-1.73713,1.01376,-3.17723,-1.88821,-1.906,-0.0564311,-0.16411,-0.294015,-0.410123,-2.57434,-1.16072,-2.22901,4.30508,4.32992,5.08789,5.78396,5.06156,5.17189,5.4516,5.50862,3.87529,5.08717,4.90456,5.014,4.237,5.05991,9.42691,3.50927,13.1327,6.83008,11.1008,9.10059,6.47805,5.83616,10.0344,5.22493,5.08198,6.87218,6.11902,19.8376,3.73514,3.78867,0.22007,-0.0560722,4.93319,0.48456,0.705733,0.823418,-1.73713,1.01376,-3.17723,-1.88821,-1.906,-0.0564311,-0.16411,-0.294015,-0.410123,-2.57434,-1.16072,-2.22901,4.30508,4.32992,5.08789,5.78396,5.06156,5.17189,5.4516,5.50862,3.87529,5.08717,4.90456,5.014,4.237,5.05991
-254.007,0.998148,0.00411237,10,1023,0,312.307,3.98506,3.67814,2.81514,4.34967,3.14904,3.58773,2.8682,2.91555,6.16468,4.70545,3.85628,3.99477,3.66685,4.08103,3.99654,3.24596,2.64551,3.37341,2.6085,3.03509,2.31611,2.07563,3.28245,3.12345,3.67683,3.53789,2.89346,3.13817,0.512411,0.660227,1.80572,0.561224,0.905958,1.27865,1.07205,0.57071,0.156331,0.654969,0.837414,0.790933,0.931973,1.42018,1.3608,-0.407105,-1.47433,0.150576,-2.45433,-1.4796,-1.82271,-1.40969,0.0499103,-1.33863,-0.104554,-2.76551,-1.66343,-1.96027,4.22625,4.41348,5.09498,4.3818,5.00809,4.81817,4.9546,5.33639,3.66509,4.35284,4.61336,5.22296,4.26743,4.76675,7.07399,4.67367,12.5584,9.43356,8.4177,10.3596,6.83091,5.51512,13.6785,4.66314,6.10913,6.19155,6.16132,14.7211,3.84799,3.03235,1.0221,-1.53152,4.53444,0.621145,1.3608,-0.407105,-1.47433,0.150576,-2.45433,-1.4796,-1.82271,-1.40969,0.0499103,-1.33863,-0.104554,-2.76551,-1.66343,-1.96027,4.22625,4.41348,5.09498,4.3818,5.00809,4.81817,4.9546,5.33639,3.66509,4.35284,4.61336,5.22296,4.26743,4.76675
-267.146,0.992503,0.00454695,10,1023,0,298.785,4.97727,4.18504,3.59968,4.25659,3.22984,3.28558,3.18993,3.97506,6.50974,5.24482,3.78464,2.87103,3.48008,3.96541,2.33478,4.18849,2.87019,3.22086,2.6386,2.88253,2.49454,2.01549,3.81231,5.12604,2.8433,2.25005,3.20144,3.40737,0.261912,0.648273,1.5956,0.222508,0.96211,1.3208,0.989096,0.470336,0.127018,0.648145,0.811947,1.19959,0.696592,1.45195,-0.070955,-0.853225,-2.79783,-0.450648,-2.08931,-0.899285,-1.27247,-3.51354,-0.478266,-1.26399,-0.189773,-1.57946,-1.27001,-1.84893,4.10762,4.79191,5.08926,4.58533,4.99268,4.79374,4.67578,5.27817,3.75416,4.585,4.33542,4.93232,4.46624,4.89629,10.0924,5.28738,13.5709,5.60068,9.68152,10.0044,5.79971,5.16523,8.44432,4.0082,5.70844,7.43372,5.27851,13.8308,3.74879,3.35529,0.607201,-0.612507,4.86306,0.726233,-0.070955,-0.853225,-2.79783,-0.450648,-2.08931,-0.899285,-1.27247,-3.51354,-0.478266,-1.26399,-0.189773,-1.57946,-1.27001,-1.84893,4.10762,4.79191,5.08926,4.58533,4.99268,4.79374,4.67578,5.27817,3.75416,4.585,4.33542,4.93232,4.46624,4.89629
-264.28,0.9993,0.00497502,10,1023,0,304.032,5.08,3.61809,3.65835,5.53306,3.09562,3.70146,4.04668,2.88328,3.84147,2.5957,4.24903,3.40891,3.25984,3.01056,2.75518,3.9963,3.02589,4.99705,2.6897,3.31548,2.96032,2.01686,4.21766,3.27071,4.79246,2.34529,4.30184,3.87218,0.387334,0.54572,1.42806,0.285748,1.00839,1.20426,0.947376,0.467648,0.213748,0.655203,0.804781,0.984321,1.03475,1.93474,0.26972,0.0735185,-2.88379,-0.97024,-2.262,-1.58047,-2.01518,-1.94475,0.929452,0.399775,-0.0949539,-2.1999,-0.603369,-0.364183,4.11462,4.39292,5.1238,4.63564,4.91257,5.03719,4.80168,5.10982,4.11719,4.55875,4.75965,4.74642,4.68672,5.03393,8.7823,4.2639,11.2134,5.88482,9.53169,11.7908,6.31743,5.00444,12.6735,3.91809,5.54056,6.46145,6.03279,16.9836,3.52286,3.19634,0.746881,-1.44197,4.68995,0.686058,0.26972,0.0735185,-2.88379,-0.97024,-2.262,-1.58047,-2.01518,-1.94475,0.929452,0.399775,-0.0949539,-2.1999,-0.603369,-0.364183,4.11462,4.39292,5.1238,4.63564,4.91257,5.03719,4.80168,5.10982,4.11719,4.55875,4.75965,4.74642,4.68672,5.03393
-266.581,0.92806,0.0055031,10,1023,0,310.585,3.78725,3.4906,3.58413,3.7703,3.2033,4.06591,3.52985,3.22931,4.29554,4.30901,5.2589,3.1135,3.01429,2.98609,4.92375,3.9341,3.07801,3.42366,2.34387,3.10152,2.71273,2.01176,3.5393,5.25847,3.11546,2.39122,2.5736,2.67568,0.344688,0.652153,1.50754,0.364546,1.08919,1.10268,0.956632,0.654015,0.134839,0.867244,0.904998,1.07766,0.865948,1.79703,1.23046,-0.627091,-3.34661,0.0931054,-2.68015,-2.43442,-1.5863,-1.98362,0.560858,-0.587602,-0.836197,-2.09468,-0.987194,-0.646262,4.43739,4.77296,5.20096,4.45242,4.93091,4.88756,4.67216,4.74436,4.21437,4.54958,4.37961,4.98261,4.30905,4.68574,9.49545,4.75861,10.1348,7.55305,9.06534,11.3578,6.10023,5.35072,10.2433,4.30023,6.01159,7.53901,5.79416,15.4971,3.98703,3.54152,0.702434,-0.417002,4.61713,0.634007,1.23046,-0.627091,-3.34661,0.0931054,-2.68015,-2.43442,-1.5863,-1.98362,0.560858,-0.587602,-0.836197,-2.09468,-0.987194,-0.646262,4.43739,4.77296,5.20096,4.45242,4.93091,4.88756,4.67216,4.74436,4.21437,4.54958,4.37961,4.98261,4.30905,4.68574
-265.735,0.88389,0.00538735,10,1023,0,316.357,4.48971,3.69204,4.28262,4.24129,3.90937,4.17005,2.87837,3.66976,4.29321,3.77927,4.54684,3.2184,3.25004,3.01272,5.2624,3.64201,3.26657,3.76043,2.3791,3.29681,3.53074,2.01571,5.0454,4.74842,3.24923,2.20504,2.66012,3.03336,0.484612,0.685668,1.45985,0.427242,1.05597,1.01429,0.941712,0.557023,0.155112,0.807091,0.801721,1.07153,0.869108,1.7261,0.90741,-0.254355,-3.2457,0.132092,-2.60389,-2.57451,-1.39198,-1.47626,0.519513,-0.343537,-0.857823,-1.96577,-1.08054,-0.718859,4.30536,4.69859,5.04963,4.56316,4.70717,5.10492,5.29268,4.86442,4.259,4.52435,4.63813,4.80639,4.25303,4.90457,9.00617,5.19161,11.8786,7.57044,8.93713,11.44,6.10459,5.20801,9.69479,4.58261,5.71896,7.11853,5.61501,13.9688,3.9589,3.58699,0.611286,-0.731949,4.68886,0.580039,0.90741,-0.254355,-3.2457,0.132092,-2.60389,-2.57451,-1.39198,-1.47626,0.519513,-0.343537,-0.857823,-1.96577,-1.08054,-0.718859,4.30536,4.69859,5.04963,4.56316,4.70717,5.10492,5.29268,4.86442,4.259,4.52435,4.63813,4.80639,4.25303,4.90457
-268.906,0.984775,0.00489357,10,2047,0,307.122,3.84468,3.30818,4.30159,3.5865,3.33478,4.67876,2.92594,3.75334,4.72055,3.35895,5.20811,2.7613,3.6121,3.36977,3.60231,2.80451,3.14582,3.26508,2.98682,4.40002,2.97994,2.02016,5.44473,5.56826,3.62686,2.2819,2.69903,3.0771,0.450168,0.713086,1.4128,0.413153,0.926978,1.0886,0.985727,0.562069,0.119764,0.733428,0.773528,1.03437,0.847356,1.76933,1.07912,-0.398357,-3.39301,0.203554,-2.61474,-2.25909,-1.18657,-1.66836,0.673894,-0.461369,-1.03466,-1.80297,-1.56725,-0.772124,4.33833,4.50345,5.22007,4.46472,5.24638,5.19664,5.04637,4.40697,4.07027,5.1769,4.38873,5.02508,4.3816,4.66068,9.15689,5.41873,10.9078,7.3078,8.31494,10.3541,5.86473,4.80615,9.13694,4.4896,5.80322,7.41671,6.00791,12.0568,3.62618,3.74289,0.755175,-0.766328,4.59013,0.586248,1.07912,-0.398357,-3.39301,0.203554,-2.61474,-2.25909,-1.18657,-1.66836,0.673894,-0.461369,-1.03466,-1.80297,-1.56725,-0.772124,4.33833,4.50345,5.22007,4.46472,5.24638,5.19664,5.04637,4.40697,4.07027,5.1769,4.38873,5.02508,4.3816,4.66068
-270.75,0.593863,0.00527535,10,1023,0,315.156,3.34232,4.00521,2.36961,5.62081,3.20061,3.35014,3.38614,2.40255,5.63961,3.56738,4.19057,3.87743,3.15587,3.57246,3.59955,4.10075,2.14107,4.61496,2.47228,2.943,3.03184,2.03516,2.67222,2.97518,4.45304,2.8022,4.6633,3.89899,0.272563,0.566906,2.06286,0.21091,0.861735,1.25544,1.10041,0.482415,0.124637,0.958714,0.739056,1.01378,0.781688,1.69278,1.08439,-0.719618,-1.62263,-1.30937,-2.22173,-1.04138,-2.22862,-0.578513,-0.419365,-1.4924,-0.273758,-2.24378,-0.701721,-0.980128,4.28574,4.85253,4.87166,4.86395,5.01978,4.87206,5.04064,4.89391,3.61097,4.34798,4.90474,4.80241,4.89296,4.98959,6.5625,4.71196,12.604,5.64407,8.7189,8.99779,7.97053,3.54723,14.469,6.57848,5.24302,7.40066,5.90798,19.0269,3.77923,3.03811,0.501122,-1.0396,5.03736,0.705311,1.08439,-0.719618,-1.62263,-1.30937,-2.22173,-1.04138,-2.22862,-0.578513,-0.419365,-1.4924,-0.273758,-2.24378,-0.701721,-0.980128,4.28574,4.85253,4.87166,4.86395,5.01978,4.87206,5.04064,4.89391,3.61097,4.34798,4.90474,4.80241,4.89296,4.98959
-269.053,0.699158,0.00294108,10,2047,0,326.01,3.35258,3.95894,2.33958,5.1454,3.07758,3.30122,3.35537,2.40487,5.76989,3.77758,3.72421,3.97117,3.23505,3.75646,3.81932,4.55181,2.10032,4.62106,2.53648,3.028,2.87123,2.04524,2.83479,3.10453,4.36848,2.94831,5.0325,4.24703,0.284535,0.548264,2.05788,0.216229,0.883643,1.24118,1.13488,0.463674,0.116792,0.898069,0.774775,1.0143,0.780956,1.78768,1.18493,-0.668655,-1.43597,-1.37167,-2.19746,-1.05665,-2.18548,-0.636787,-0.362902,-1.39537,-0.151983,-2.26061,-0.724563,-0.989104,4.41615,4.98676,5.03755,4.94298,4.97384,4.81077,5.06712,4.71514,3.91343,4.51885,5.05562,4.88163,5.08024,5.0076,6.78173,4.53931,12.673,5.64511,8.69085,8.72604,7.79454,3.38843,14.5661,6.45721,5.12995,7.55711,6.04113,19.4105,3.71418,2.98565,0.412697,-1.00352,5.0796,0.702901,1.18493,-0.668655,-1.43597,-1.37167,-2.19746,-1.05665,-2.18548,-0.636787,-0.362902,-1.39537,-0.151983,-2.26061,-0.724563,-0.989104,4.41615,4.98676,5.03755,4.94298,4.97384,4.81077,5.06712,4.71514,3.91343,4.51885,5.05562,4.88163,5.08024,5.0076
-262.326,0.997168,0.00196479,11,4095,0,313.166,4.56765,3.73449,3.62772,3.87117,3.07722,3.36879,3.14497,2.65163,3.55317,3.78375,4.87477,3.95094,3.35666,2.88963,3.4171,2.86482,3.69833,3.35052,2.47926,2.84835,3.208,2.02885,2.43581,3.20128,3.00126,2.87897,3.03115,2.80153,0.312423,0.532465,1.59044,0.309354,0.979487,1.34195,0.954226,0.445771,0.204995,0.62002,0.783241,1.16687,1.10154,1.76917,0.761091,-0.437939,-1.96444,-0.367715,-2.35847,-1.23221,-1.65349,-0.490648,0.559051,-1.39185,-0.734928,-2.25511,-0.848692,-0.659392,4.17584,4.35098,5.28909,4.5826,4.97641,4.85317,5.11882,4.90252,3.82416,4.5075,4.35022,4.78922,4.35822,4.72523,7.57199,4.55282,12.445,6.21956,10.2371,11.6899,7.05231,3.55112,11.2773,4.8113,5.61434,8.19905,7.13486,13.2566,3.32084,3.41278,0.859865,-0.453559,4.75828,0.595415,0.761091,-0.437939,-1.96444,-0.367715,-2.35847,-1.23221,-1.65349,-0.490648,0.559051,-1.39185,-0.734928,-2.25511,-0.848692,-0.659392,4.17584,4.35098,5.28909,4.5826,4.97641,4.85317,5.11882,4.90252,3.82416,4.5075,4.35022,4.78922,4.35822,4.72523
