# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=35
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=bayes/samples/performance.samples_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape1.4,shape1.5,shape1.6,shape1.7,shape1.8,shape1.9,shape1.10,shape1.11,shape1.12,shape1.13,shape1.14,shape2.1,shape2.2,shape2.3,shape2.4,shape2.5,shape2.6,shape2.7,shape2.8,shape2.9,shape2.10,shape2.11,shape2.12,shape2.13,shape2.14,stretch.1,stretch.2,stretch.3,stretch.4,stretch.5,stretch.6,stretch.7,stretch.8,stretch.9,stretch.10,stretch.11,stretch.12,stretch.13,stretch.14,min_max.1.1,min_max.2.1,min_max.3.1,min_max.4.1,min_max.5.1,min_max.6.1,min_max.7.1,min_max.8.1,min_max.9.1,min_max.10.1,min_max.11.1,min_max.12.1,min_max.13.1,min_max.14.1,min_max.1.2,min_max.2.2,min_max.3.2,min_max.4.2,min_max.5.2,min_max.6.2,min_max.7.2,min_max.8.2,min_max.9.2,min_max.10.2,min_max.11.2,min_max.12.2,min_max.13.2,min_max.14.2,nu.1,nu.2,nu.3,nu.4,nu.5,nu.6,nu.7,nu.8,nu.9,nu.10,nu.11,nu.12,nu.13,nu.14,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_min.4,x_min.5,x_min.6,x_min.7,x_min.8,x_min.9,x_min.10,x_min.11,x_min.12,x_min.13,x_min.14,x_max.1,x_max.2,x_max.3,x_max.4,x_max.5,x_max.6,x_max.7,x_max.8,x_max.9,x_max.10,x_max.11,x_max.12,x_max.13,x_max.14
-265.734,0.998935,0.00509716,10,1023,0,317.683,3.38779,3.74592,2.91743,2.63624,2.82456,3.33586,2.62873,2.83701,4.13968,2.88456,4.39065,3.18644,3.45002,2.37386,2.9362,2.41307,2.27088,3.18707,2.3015,3.25148,2.5402,3.76691,2.44977,2.94106,3.53728,2.2482,2.40597,2.45263,0.462443,0.578222,1.57621,0.399272,0.881304,1.37473,1.10111,0.602096,0.129262,1.01271,0.733937,0.902195,0.995931,2.14772,1.04197,-1.15419,-2.37219,0.924159,-2.44055,-1.56967,-1.01213,-0.568963,0.136643,0.293244,-0.926665,-1.84429,-2.11402,0.0530042,4.21421,4.4196,5.04487,4.56274,4.87297,5.1514,4.78792,5.69036,3.59943,4.30798,4.73774,4.83111,4.21515,4.68563,9.03785,5.1104,13.1997,7.45377,8.37527,14.1329,5.58905,5.48114,9.27242,7.02146,6.26638,5.41739,6.44833,16.4691,3.10565,2.89866,0.864295,-0.460272,4.85833,0.599132,1.04197,-1.15419,-2.37219,0.924159,-2.44055,-1.56967,-1.01213,-0.568963,0.136643,0.293244,-0.926665,-1.84429,-2.11402,0.0530042,4.21421,4.4196,5.04487,4.56274,4.87297,5.1514,4.78792,5.69036,3.59943,4.30798,4.73774,4.83111,4.21515,4.68563
-258.774,0.990523,0.00556684,10,1023,0,299.726,4.06074,4.05551,3.03459,3.46494,2.808,2.41176,3.52058,2.39131,4.21624,2.6963,3.49614,3.87424,4.21781,2.39108,3.30305,2.508,2.30968,3.94049,2.92764,2.22682,3.60124,2.59235,4.03328,4.67653,4.18158,3.01367,3.04076,2.63326,0.331007,0.560768,1.78156,0.484078,0.96136,1.44763,0.835549,0.614434,0.161432,1.21196,0.790978,1.07979,0.775872,2.06976,0.991001,-0.506833,-2.87761,0.757166,-1.48534,-0.5845,-1.95688,-0.453064,0.437309,0.187876,-0.0869349,-1.70923,-1.61204,0.103779,4.22491,4.30776,5.03083,4.65251,5.10934,4.68838,5.21135,5.54809,3.94687,5.012,4.88077,4.86966,4.32692,4.8217,8.20564,3.72487,10.988,7.45523,7.60192,8.4825,5.46736,4.78878,11.6485,7.01168,5.14678,5.93119,6.03176,14.5035,3.37826,3.02539,1.1168,-0.753341,4.77002,0.650174,0.991001,-0.506833,-2.87761,0.757166,-1.48534,-0.5845,-1.95688,-0.453064,0.437309,0.187876,-0.0869349,-1.70923,-1.61204,0.103779,4.22491,4.30776,5.03083,4.65251,5.10934,4.68838,5.21135,5.54809,3.94687,5.012,4.88077,4.86966,4.32692,4.8217
-258.88,0.979475,0.00599795,9,511,0,302.699,3.77515,3.69411,3.34414,2.25925,2.52788,2.69363,3.51561,3.15103,4.03679,2.64095,3.98303,2.7549,3.47331,2.57728,4.30878,2.70624,2.79673,3.32414,2.05265,2.32052,3.75701,2.92942,2.61208,2.83171,4.43805,2.71828,2.47497,2.49496,0.310671,0.444715,1.54183,0.570644,0.895331,1.46533,0.838262,0.70383,0.168783,1.00695,0.740656,1.13924,0.83651,1.97466,0.976849,-1.0208,-2.38416,1.28564,-2.17297,-0.588795,-1.64542,-0.348455,0.511086,0.348412,-0.157683,-1.07332,-1.95658,-0.326404,4.45368,4.34559,5.11534,4.87778,4.90679,4.75831,5.15246,5.20974,4.06524,4.38948,4.75606,4.94891,4.25842,4.65785,8.97169,3.9681,11.6819,8.29058,7.93259,10.9421,5.73854,4.92454,13.2185,7.4661,4.76756,5.90125,6.38094,17.8619,3.43036,3.18421,1.09818,-0.599147,4.86814,0.761033,0.976849,-1.0208,-2.38416,1.28564,-2.17297,-0.588795,-1.64542,-0.348455,0.511086,0.348412,-0.157683,-1.07332,-1.95658,-0.326404,4.45368,4.34559,5.11534,4.87778,4.90679,4.75831,5.15246,5.20974,4.06524,4.38948,4.75606,4.94891,4.25842,4.65785
-253.509,0.966192,0.00635042,10,1023,0,303.928,4.29514,3.35625,3.44874,3.16281,2.55172,4.16331,3.55393,3.29536,3.46319,4.56192,4.03705,3.00963,3.33413,3.14018,4.03723,3.62507,2.8696,2.95962,2.01148,3.58883,2.69544,2.85043,3.57534,2.99951,4.06392,2.30732,3.73597,3.78381,0.247791,0.771468,1.61258,0.384631,1.10964,1.22675,0.932353,0.499904,0.14361,0.936931,0.799353,1.24179,0.825863,1.85433,-0.0545213,0.0415457,-2.71334,0.389679,-1.57205,-1.99765,-2.74754,-1.38656,0.790196,-0.821401,-0.0322327,-1.67827,-1.07633,-0.69121,4.45578,4.75534,5.12851,4.67075,4.75382,5.09364,4.94749,5.4225,4.05675,4.14886,4.73158,4.96757,4.70752,5.11924,7.91972,5.46767,12.712,6.95846,11.3163,10.2305,7.46516,6.58164,10.5101,4.83146,5.28893,6.80736,5.74889,16.8211,3.28772,3.35344,1.12388,-0.783158,4.61403,0.581059,-0.0545213,0.0415457,-2.71334,0.389679,-1.57205,-1.99765,-2.74754,-1.38656,0.790196,-0.821401,-0.0322327,-1.67827,-1.07633,-0.69121,4.45578,4.75534,5.12851,4.67075,4.75382,5.09364,4.94749,5.4225,4.05675,4.14886,4.73158,4.96757,4.70752,5.11924
-257.72,0.901342,0.00658543,9,1023,0,298.298,3.67678,4.38736,2.96133,2.78244,3.42188,2.72365,2.66328,2.70078,3.27476,3.87196,3.57088,2.74145,3.74821,3.58817,2.78693,3.17125,2.85548,3.2373,3.18965,2.24308,3.42654,3.66336,2.99044,3.4818,4.027,3.08635,3.32092,2.69199,0.342705,0.560554,1.82111,0.47837,0.919578,1.61291,1.08284,0.609533,0.189414,0.784446,1.0583,1.25914,0.894623,1.77104,0.465059,-1.00141,-1.64711,0.90137,-1.19463,-0.313899,-0.519484,-0.547361,1.00356,-0.711361,0.222388,-0.403415,-1.14669,-1.30613,4.21675,4.65802,5.11171,4.44192,4.82639,4.45893,5.02836,5.77003,3.96893,4.40131,4.71187,5.05803,4.48119,4.65835,8.66331,4.86013,11.8633,8.147,6.44608,10.2038,6.30418,5.49734,12.9365,7.0212,6.30068,4.39282,6.62128,15.3633,3.32696,3.03375,0.663642,-0.506034,4.80283,0.654118,0.465059,-1.00141,-1.64711,0.90137,-1.19463,-0.313899,-0.519484,-0.547361,1.00356,-0.711361,0.222388,-0.403415,-1.14669,-1.30613,4.21675,4.65802,5.11171,4.44192,4.82639,4.45893,5.02836,5.77003,3.96893,4.40131,4.71187,5.05803,4.48119,4.65835
-256.017,0.993162,0.00618219,10,1023,0,308.542,3.94233,4.74034,2.79885,2.68003,3.12081,2.75701,2.75914,2.8766,3.55313,3.80523,3.3672,2.50563,3.89641,3.65898,2.69594,3.09989,2.50379,3.66014,3.07455,2.25738,2.84215,3.41011,3.47296,4.01376,3.80534,2.88567,3.62913,3.11191,0.354523,0.564,1.79763,0.51938,0.867895,1.63881,1.07409,0.570233,0.189855,0.798342,1.10631,1.19579,0.886893,1.74178,0.692464,-0.893454,-1.62134,1.09244,-1.15464,-0.536801,-0.578699,-0.302767,1.15625,-0.767602,0.230787,-0.374376,-1.31913,-1.10992,4.10932,4.20451,5.03624,4.64404,5.28254,4.4436,4.79878,5.6212,3.79929,4.57652,4.5748,4.85481,4.56425,4.72379,8.41538,5.00068,12.7682,8.54042,6.43514,10.9365,6.43472,5.3456,13.2316,6.9041,6.4796,4.15622,6.38849,16.5553,3.33355,3.17961,0.631969,-0.4699,4.6413,0.652147,0.692464,-0.893454,-1.62134,1.09244,-1.15464,-0.536801,-0.578699,-0.302767,1.15625,-0.767602,0.230787,-0.374376,-1.31913,-1.10992,4.10932,4.20451,5.03624,4.64404,5.28254,4.4436,4.79878,5.6212,3.79929,4.57652,4.5748,4.85481,4.56425,4.72379
-255.502,0.996269,0.00667908,9,1023,0,298.392,4.32377,3.07576,2.87249,2.5441,2.82726,2.4281,2.96594,2.69012,4.59325,3.00555,2.74781,2.8608,3.20822,3.31755,4.12101,2.95099,2.77876,3.31678,2.33335,2.84135,2.79451,3.6129,4.40317,4.02801,4.61948,2.33239,3.51298,4.07268,0.280116,0.747872,2.01524,0.542535,0.879713,1.43592,1.15433,0.565897,0.165678,0.989797,0.752001,0.914073,0.992428,1.70872,0.536665,-0.912822,-1.52579,0.871897,-2.23063,-0.475583,-1.58432,-0.774371,0.744889,-0.544777,0.484037,-1.65114,-0.789943,-0.773841,4.3829,4.84609,5.12311,4.74486,5.21403,5.06078,4.98142,6.28756,3.65968,4.80581,5.39036,4.97381,4.53811,5.14639,8.4333,5.60272,15.232,9.05869,8.28203,12.5419,7.17928,5.69017,12.7747,6.52417,6.20658,5.45998,6.77224,18.3462,3.26983,3.4669,1.044,-0.351663,4.32916,0.582074,0.536665,-0.912822,-1.52579,0.871897,-2.23063,-0.475583,-1.58432,-0.774371,0.744889,-0.544777,0.484037,-1.65114,-0.789943,-0.773841,4.3829,4.84609,5.12311,4.74486,5.21403,5.06078,4.98142,6.28756,3.65968,4.80581,5.39036,4.97381,4.53811,5.14639
-265.541,0.992991,0.00724665,9,1023,0,306.919,4.28147,4.00679,3.34705,2.37902,2.61489,3.04807,2.50741,2.66519,3.2312,3.29122,5.93825,2.7535,2.68384,3.52446,3.74565,2.77187,3.23635,2.12459,2.3095,2.22366,2.36768,3.53424,3.41895,3.19944,4.3932,4.38158,3.10277,3.0072,0.263094,0.647859,1.58523,0.557678,1.03911,1.50249,1.0942,0.616843,0.190822,1.08955,0.764221,0.932317,0.990856,1.83356,0.751908,-0.254943,-1.94293,1.09026,-1.431,-0.532339,-1.10525,-0.102083,0.969691,-0.206069,-0.802158,-1.22196,-0.619426,-1.0693,4.31522,4.2431,5.18611,4.21751,4.87772,4.40734,4.74402,5.78069,3.98831,4.63608,4.55008,5.88687,4.34246,4.69784,8.86859,5.45118,10.7537,7.13528,8.62527,9.55202,6.54298,5.76355,12.2552,6.96657,5.156,4.93677,5.54533,17.3663,3.62553,3.36486,1.1331,-0.268199,4.74124,0.586835,0.751908,-0.254943,-1.94293,1.09026,-1.431,-0.532339,-1.10525,-0.102083,0.969691,-0.206069,-0.802158,-1.22196,-0.619426,-1.0693,4.31522,4.2431,5.18611,4.21751,4.87772,4.40734,4.74402,5.78069,3.98831,4.63608,4.55008,5.88687,4.34246,4.69784
-267.276,0.89922,0.00781953,9,1023,0,319.161,5.652,2.97507,2.84098,2.48881,2.99825,2.94641,3.18207,3.26519,3.09738,3.23755,4.89333,2.22765,3.34461,3.89646,3.08247,4.57952,2.09682,5.03076,3.06285,2.72919,3.42156,3.0269,3.10726,4.34007,4.20663,2.14132,3.48107,2.67996,0.308162,0.626248,1.62527,0.470709,0.971654,1.39821,1.03719,0.548853,0.217076,0.847204,0.879725,1.19835,0.735238,1.63896,0.0648244,0.28991,-2.91449,0.996983,-1.9943,-0.867251,-1.30294,-1.81282,1.00091,-0.182536,-0.287937,-1.39371,-2.56708,-1.72809,4.1582,4.94004,5.03245,5.14401,5.13883,4.85101,5.28454,5.47267,3.949,4.73323,4.48446,5.04944,4.69628,4.52996,10.0071,4.37164,11.3837,8.06922,9.14281,11.6904,6.96771,5.72511,13.2961,6.41575,6.56557,5.25461,5.36299,13.3858,2.85561,3.29689,0.186997,-0.730341,4.7614,0.619927,0.0648244,0.28991,-2.91449,0.996983,-1.9943,-0.867251,-1.30294,-1.81282,1.00091,-0.182536,-0.287937,-1.39371,-2.56708,-1.72809,4.1582,4.94004,5.03245,5.14401,5.13883,4.85101,5.28454,5.47267,3.949,4.73323,4.48446,5.04944,4.69628,4.52996
-270.63,0.955333,0.00731798,9,511,0,317.794,4.29848,3.4355,4.81056,3.57319,3.2689,3.30623,2.91244,3.53961,5.25972,4.7439,3.57629,3.79201,3.20332,5.07213,3.91726,2.26344,5.85796,6.13065,2.41496,2.78113,2.37229,5.15139,4.21984,4.0842,4.55056,4.20738,4.86748,3.02828,0.298899,0.909042,1.50183,0.390572,0.863876,1.15418,0.94446,0.55033,0.137342,0.599412,0.727023,1.42987,0.85723,1.51725,0.748029,-0.183068,-2.76638,0.408917,-2.24666,-1.36704,-1.92998,-1.23697,-0.268422,-2.7639,-0.219837,-1.34697,-0.890952,-2.71083,4.25785,4.31986,5.52103,5.29125,4.83532,4.83626,4.77305,6.10683,4.26002,4.77333,5.02775,5.26832,5.14772,4.54808,7.028,6.06283,12.6204,5.91513,10.012,8.79567,5.93548,5.39965,10.7867,6.12179,4.44496,6.01438,5.94424,16.5191,4.27226,4.32649,1.41573,-0.896231,5.20683,0.629737,0.748029,-0.183068,-2.76638,0.408917,-2.24666,-1.36704,-1.92998,-1.23697,-0.268422,-2.7639,-0.219837,-1.34697,-0.890952,-2.71083,4.25785,4.31986,5.52103,5.29125,4.83532,4.83626,4.77305,6.10683,4.26002,4.77333,5.02775,5.26832,5.14772,4.54808
-260.317,0.998381,0.00745637,10,1023,0,306.019,4.6912,2.92461,3.21941,3.73134,2.8572,3.40509,3.58998,4.0896,5.39495,4.30152,3.47832,2.98266,3.10872,4.30894,3.27273,2.2454,2.0989,2.73956,2.36467,2.86305,4.02063,3.38775,3.51132,4.61765,2.79574,2.06653,2.73359,4.45884,0.24691,0.711988,1.61024,0.380855,1.2326,1.23003,1.05354,0.580764,0.10171,0.76252,0.743375,1.0832,1.14848,1.62336,0.0740706,-0.0242397,-3.44626,-0.050433,-1.95134,-1.46528,-1.42847,-1.68319,-0.521313,-2.23972,-0.311271,-2.71322,-0.750081,-1.62887,4.29969,4.15861,5.03353,4.40486,4.82753,4.9097,5.15688,5.3575,4.14881,5.1233,4.52041,4.69625,4.27519,5.04771,9.06549,4.40555,12.282,7.68486,10.0578,11.1277,7.05488,5.26001,11.7232,6.66983,4.80248,5.44827,6.21464,15.7758,3.36113,2.96946,0.563231,-1.10099,4.84786,0.646224,0.0740706,-0.0242397,-3.44626,-0.050433,-1.95134,-1.46528,-1.42847,-1.68319,-0.521313,-2.23972,-0.311271,-2.71322,-0.750081,-1.62887,4.29969,4.15861,5.03353,4.40486,4.82753,4.9097,5.15688,5.3575,4.14881,5.1233,4.52041,4.69625,4.27519,5.04771
-256.781,0.933316,0.00810473,9,1023,0,316.26,4.49881,4.94683,2.38122,4.40878,3.26509,4.93865,3.74409,4.1862,4.35028,2.93962,4.48821,3.53369,4.61161,4.44672,3.73256,2.74094,2.2703,5.03949,2.32358,4.01931,4.63295,4.54776,3.58612,3.33272,3.65115,2.59472,4.17657,4.75399,0.242105,0.516924,1.84577,0.357293,0.734374,0.962156,1.06025,0.511163,0.107904,1.09399,0.792089,0.841839,0.788135,1.44482,0.483214,-2.33964,-1.45841,-0.155124,-3.91742,-3.17065,-1.9556,-2.0163,-0.177992,0.291729,-1.02984,-3.06147,-2.49301,-2.15428,4.33213,4.47959,5.03505,4.74007,4.90299,5.06925,5.32451,6.05249,4.44121,4.27991,4.7595,4.98728,4.60671,5.2423,8.39816,4.96224,12.0631,7.49267,6.56131,9.98237,6.51012,5.46554,10.2252,5.50887,6.67966,6.60027,5.3248,17.8042,3.92885,3.67086,1.19305,-1.37356,4.73674,0.676089,0.483214,-2.33964,-1.45841,-0.155124,-3.91742,-3.17065,-1.9556,-2.0163,-0.177992,0.291729,-1.02984,-3.06147,-2.49301,-2.15428,4.33213,4.47959,5.03505,4.74007,4.90299,5.06925,5.32451,6.05249,4.44121,4.27991,4.7595,4.98728,4.60671,5.2423
-251.368,0.996062,0.00798603,10,1023,0,291.61,5.25245,5.45726,4.22525,5.08999,3.26011,4.39574,4.24484,3.98453,4.57211,3.3515,3.75902,3.76857,4.68044,5.41341,3.87016,6.52603,4.24331,4.66132,2.41405,3.23995,3.31709,3.89893,3.79164,3.94499,5.56255,3.95932,5.05735,4.08222,0.360975,0.503196,1.62714,0.285428,0.829429,1.1099,1.0704,0.506567,0.150937,0.745867,0.778028,0.941899,0.618514,1.26577,0.463496,-1.76454,-2.35404,-0.793183,-2.30337,-2.52357,-2.53592,-2.30232,0.250155,-0.69612,-0.216769,-2.01901,-1.90436,-3.00639,4.24705,5.25847,5.24839,4.69412,5.03961,4.97601,4.84378,6.03421,4.00455,4.63227,5.07767,5.27593,4.76429,4.93588,8.26716,5.76381,12.8403,7.66936,7.67318,8.9259,5.83577,6.09219,11.7109,5.83665,5.21762,7.86052,5.65358,17.0354,4.62278,3.9891,0.246737,-1.61487,5.02169,0.515977,0.463496,-1.76454,-2.35404,-0.793183,-2.30337,-2.52357,-2.53592,-2.30232,0.250155,-0.69612,-0.216769,-2.01901,-1.90436,-3.00639,4.24705,5.25847,5.24839,4.69412,5.03961,4.97601,4.84378,6.03421,4.00455,4.63227,5.07767,5.27593,4.76429,4.93588
-254.389,0.996246,0.00864418,10,1535,0,290.518,5.03282,3.00258,2.91099,2.64581,2.73819,3.0904,2.91747,3.46948,4.50337,3.89249,4.85817,3.73311,3.3164,2.95384,2.66261,4.00037,2.88521,3.34099,2.14205,2.39285,2.30845,2.81562,3.39879,3.05686,3.09941,2.68523,3.54,3.15424,0.331557,0.766853,1.8727,0.448066,0.982247,1.29993,0.923712,0.618513,0.126255,0.686288,0.830224,1.25021,0.966846,1.80645,0.43523,0.516687,-1.55642,0.981191,-1.84091,-0.737599,-1.8269,-1.08817,0.273293,-1.92331,-0.663987,-1.77339,-1.17552,-0.440298,4.11793,4.74159,5.1271,4.6142,5.01357,4.55641,4.91547,5.46053,3.98729,4.78245,4.29199,4.5657,4.55286,4.92264,8.38386,4.77653,11.9471,8.0371,9.14268,7.5647,7.05587,5.75193,10.8465,5.41112,6.61506,6.01146,5.39204,17.4255,3.65141,3.18735,0.968201,-0.718966,4.71416,0.602206,0.43523,0.516687,-1.55642,0.981191,-1.84091,-0.737599,-1.8269,-1.08817,0.273293,-1.92331,-0.663987,-1.77339,-1.17552,-0.440298,4.11793,4.74159,5.1271,4.6142,5.01357,4.55641,4.91547,5.46053,3.98729,4.78245,4.29199,4.5657,4.55286,4.92264
-262.877,0.850971,0.00935478,9,511,0,306.179,4.24254,4.03972,2.93574,2.81368,2.98349,2.45607,3.51732,2.69194,5.26922,3.7246,3.35548,3.78389,3.66853,4.0121,3.50539,3.10321,3.17429,3.04946,2.10641,2.49271,3.77741,2.75226,2.08685,5.25041,3.05283,2.50244,3.89595,2.50449,0.215916,0.663375,1.71237,0.436019,1.01075,1.72405,0.825589,0.606026,0.115255,0.860446,0.790761,1.1547,1.01822,1.53478,0.43138,-0.843815,-1.27482,0.857205,-2.45592,-0.48193,-2.28847,-0.449022,-0.554274,-0.586805,-0.0931406,-2.58196,-1.49379,-1.91282,4.41425,4.49042,5.21366,4.54215,4.95056,4.80844,5.41469,5.26124,3.91351,4.95799,4.55328,4.8764,4.60291,4.4657,8.41597,5.70126,12.6211,7.36321,9.8613,12.5606,6.78591,5.11047,11.6938,6.73712,4.91192,5.8375,6.18394,16.5264,3.70279,3.45936,0.734182,-1.32726,5.0156,0.540567,0.43138,-0.843815,-1.27482,0.857205,-2.45592,-0.48193,-2.28847,-0.449022,-0.554274,-0.586805,-0.0931406,-2.58196,-1.49379,-1.91282,4.41425,4.49042,5.21366,4.54215,4.95056,4.80844,5.41469,5.26124,3.91351,4.95799,4.55328,4.8764,4.60291,4.4657
-264.587,0.721566,0.00815178,10,1023,0,313.061,3.55364,4.4684,3.55832,2.84968,2.50584,4.48594,2.70582,3.57562,3.76633,4.03314,4.3013,3.39693,3.76047,3.37604,4.97185,3.40135,3.35127,2.96199,2.32138,3.12409,3.56676,2.52927,3.02963,3.15559,3.28225,4.52126,3.30518,2.05911,0.334284,0.65069,1.53253,0.393934,1.0231,1.0933,1.03779,0.419742,0.1802,0.816789,0.899711,0.92574,0.817321,1.80204,1.21415,-0.983306,-2.04506,0.519782,-2.0005,-3.69581,-0.538923,-2.23939,0.892336,-1.26712,-0.676939,-1.54901,-2.01644,-1.22748,4.50626,4.42482,5.14545,4.67997,5.05032,4.99606,5.4102,5.39209,3.86549,4.36072,4.45055,5.7124,4.63341,4.2625,8.24473,5.4778,11.6508,6.73559,6.4683,10.1258,7.06598,4.37049,12.1596,5.69504,5.32678,5.88256,5.66724,16.3387,3.54249,3.31898,0.609995,-0.740287,4.94276,0.626287,1.21415,-0.983306,-2.04506,0.519782,-2.0005,-3.69581,-0.538923,-2.23939,0.892336,-1.26712,-0.676939,-1.54901,-2.01644,-1.22748,4.50626,4.42482,5.14545,4.67997,5.05032,4.99606,5.4102,5.39209,3.86549,4.36072,4.45055,5.7124,4.63341,4.2625
-262.363,0.999796,0.00586658,10,1023,0,296.876,5.4376,4.07189,3.10198,2.99167,2.85658,2.53241,2.88027,2.6269,5.19503,3.62374,3.75336,3.0439,3.56406,3.90936,4.12145,3.3317,3.04125,3.22691,2.693,2.56592,2.37427,4.11649,5.05969,3.14743,2.49616,2.22192,3.63948,3.00357,0.203492,0.671994,1.73396,0.332891,0.693904,1.53807,0.883397,0.515039,0.103188,0.841376,0.818315,1.06912,0.845339,1.61284,-0.124729,-1.2173,-1.47666,0.464144,-1.44656,-0.0701839,-2.43567,-0.209274,-0.686002,-0.850072,-0.0426841,-2.08206,-1.11852,-1.53367,4.43126,4.47904,5.10204,4.52973,4.9494,4.74629,5.14498,6.25723,4.4918,4.46187,4.31869,4.91964,4.62004,4.7601,7.49967,5.4222,11.2149,6.64818,6.36437,9.70427,7.01659,6.11239,11.194,5.80737,5.28616,6.70071,6.26033,16.281,3.3633,3.2674,0.87966,-0.590586,4.93224,0.703787,-0.124729,-1.2173,-1.47666,0.464144,-1.44656,-0.0701839,-2.43567,-0.209274,-0.686002,-0.850072,-0.0426841,-2.08206,-1.11852,-1.53367,4.43126,4.47904,5.10204,4.52973,4.9494,4.74629,5.14498,6.25723,4.4918,4.46187,4.31869,4.91964,4.62004,4.7601
-264.358,0.999993,0.00638439,10,1023,0,307.202,3.67413,3.94777,2.43351,2.20013,2.97745,4.40825,2.49884,2.19569,3.88788,4.81409,3.68825,3.23163,3.87954,3.87461,3.68438,3.97958,2.23168,3.41741,3.6747,4.52274,2.62682,2.2845,2.33256,3.8872,3.13115,2.88706,3.87631,3.42516,0.37476,0.584582,1.96014,0.517973,0.850112,1.15123,1.22534,0.525411,0.200427,0.732918,0.88036,1.13352,0.915192,1.61749,0.984484,-0.511573,-1.86607,1.14133,-1.67079,-2.39564,-0.950806,-0.907355,1.14914,-1.72134,0.132973,-1.48321,-1.08021,-1.49467,4.25098,4.63719,5.03967,4.91268,5.56322,5.16939,4.7357,5.93441,3.27972,4.49697,4.40811,5.0482,4.53091,4.77495,9.58915,4.92368,13.3583,7.96121,9.85674,10.4488,5.47313,4.9475,11.0343,6.23166,6.45434,5.76959,5.56192,16.664,3.24841,3.79812,0.92394,-0.232472,4.74625,0.548943,0.984484,-0.511573,-1.86607,1.14133,-1.67079,-2.39564,-0.950806,-0.907355,1.14914,-1.72134,0.132973,-1.48321,-1.08021,-1.49467,4.25098,4.63719,5.03967,4.91268,5.56322,5.16939,4.7357,5.93441,3.27972,4.49697,4.40811,5.0482,4.53091,4.77495
-269.602,0.993787,0.00694653,9,511,0,304.763,3.47057,5.10029,3.47638,2.86663,3.04401,3.74787,2.21205,2.58674,4.21987,3.22983,4.78944,3.79943,2.30299,3.85901,3.88836,3.38666,3.46428,3.09115,2.21383,2.57975,2.21168,2.50934,2.37877,4.61068,4.08175,2.85443,3.13519,4.06036,0.46363,0.569671,1.70135,0.385801,0.964048,1.15655,1.3754,0.667957,0.312397,0.737073,0.61713,0.835091,1.14361,1.51309,1.35259,-0.93013,-1.99283,0.341741,-3.41411,-2.19776,-1.19495,-0.450209,1.3274,0.013006,-0.910491,-2.63701,0.132714,-1.40909,4.40854,4.31838,5.219,4.99078,4.997,4.84648,4.67843,5.54726,3.12582,4.772,4.61027,5.08334,4.51227,5.03124,7.6955,4.60438,12.3546,8.27821,7.56837,10.0593,8.0637,6.31671,10.2454,4.7814,5.25627,6.30651,7.26887,17.9425,3.61198,3.01564,0.640837,-1.20894,4.89073,0.720172,1.35259,-0.93013,-1.99283,0.341741,-3.41411,-2.19776,-1.19495,-0.450209,1.3274,0.013006,-0.910491,-2.63701,0.132714,-1.40909,4.40854,4.31838,5.219,4.99078,4.997,4.84648,4.67843,5.54726,3.12582,4.772,4.61027,5.08334,4.51227,5.03124
-276.899,0.974383,0.00748581,9,1023,0,321.326,3.77251,3.5065,2.92524,3.64639,3.10874,3.0424,2.11015,3.16606,3.99199,4.39624,4.15036,3.26091,3.11982,3.42541,4.00925,5.10131,2.47055,6.77572,2.37746,2.87875,2.51162,4.72036,5.93896,3.00904,3.63753,2.36945,2.24572,3.13897,0.533859,0.631121,1.72615,0.429168,0.762866,1.51646,1.24737,0.531886,0.558762,0.787292,0.797501,1.27242,1.07336,1.72654,1.34856,0.0406875,-1.81661,0.377076,-2.28393,-0.705156,0.307507,-0.782984,1.58045,-1.32329,-0.190045,-2.03627,-0.770974,-1.06755,4.16299,5.02228,4.98738,5.13251,4.97127,4.80884,4.90857,6.47581,3.32027,4.37603,4.4925,4.70435,4.13203,4.77932,8.85021,5.20927,14.031,7.64431,8.66611,11.1565,6.00557,4.93815,15.1485,5.15466,5.57363,5.94146,5.77669,16.4838,3.34197,3.86638,1.18136,-3.10092e-05,4.6844,0.556082,1.34856,0.0406875,-1.81661,0.377076,-2.28393,-0.705156,0.307507,-0.782984,1.58045,-1.32329,-0.190045,-2.03627,-0.770974,-1.06755,4.16299,5.02228,4.98738,5.13251,4.97127,4.80884,4.90857,6.47581,3.32027,4.37603,4.4925,4.70435,4.13203,4.77932
